"WIND","IND","RAIN","IND.1","T.MAX","IND.2","T.MIN","T.MIN.G"
18.25,0,3,0,0.420,0,0.519,5
13.96,0,3.4,0,0.301,0,0.537,2
5.63,0,0,0,0.164,0,0.356,-4.9
5.33,0,0,0,0.242,1,0.248,-9
7.17,0,0.6,0,0.216,1,0.211,-11.2
15.5,0,3.2,0,0.245,0,0.430,-0.6
17,0,2.6,0,0.171,0,0.378,-2
10.83,0,0.1,0,0.234,0,0.363,-1.8
6.5,0,0.2,0,0.204,1,0.244,-7.8
10.13,0,1.1,0,0.152,0,0.341,0.1
8.75,0,1.6,0,0.145,1,0.185,-6
5.91,0,0.4,0,0.145,1,0.252,-7.5
5.41,0,0.2,0,0.108,1,0.289,-6
15.79,1,0.8,0,0.216,0,0.352,-0.8
13.5,0,2.8,0,0.320,0,0.367,-3
16.54,0,3.5,0,0.435,0,0.430,1
17.04,0,6,0,0.405,0,0.400,-1.5
16.88,0,3.4,0,0.320,0,0.578,4.4
15.29,0,0.1,0,0.335,0,0.422,0.2
15.29,0,1.8,0,0.286,0,0.393,-3.4
10.88,0,0,0,0.275,0,0.370,-1.5
4.33,0,0,0,0.275,1,0.319,-6.2
7.67,0,1.3,0,0.223,1,0.207,-10.4
6.42,0,0,0,0.230,0,0.422,-1.5
14.62,0,0.9,0,0.394,1,0.281,-9.3
10.63,0,0.2,0,0.219,0,0.459,0.3
10.25,0,3.9,0,0.234,1,0.259,-6.9
13.62,0,0,0,0.208,1,0.322,-1.2
8.83,4,0,0,0.145,1,0.263,-7
8.5,4,0,0,0.264,1,0.304,-7.8
10.29,4,0,0,0.182,1,0.267,-6.8
11.21,0,1.3,0,0.257,0,0.370,-1.5
7.25,0,0.9,0,0.249,0,0.385,-2.6
16.88,0,5.8,0,0.283,0,0.370,-0.1
14.37,0,2.3,0,0.212,0,0.389,-0.2
16.75,0,0,0,0.227,0,0.422,0
7.29,0,0,0,0.316,0,0.411,-3.5
8.33,0,0,0,0.383,0,0.444,-1
14.92,0,0.5,0,0.431,0,0.507,1.1
19.7,0,0.4,0,0.320,0,0.407,0.5
12.25,0,0.3,0,0.394,0,0.389,-2.5
5.25,0,0.3,0,0.394,1,0.296,-7.1
11.34,0,1.3,0,0.331,0,0.496,-1.4
8.17,4,0,0,0.257,0,0.437,-1.8
4.25,0,0.2,0,0.368,1,0.222,-9
11.58,0,0.2,0,0.368,1,0.319,-2.6
11.92,0,0,0,0.283,1,0.300,-6.7
13.46,4,0,0,0.454,0,0.452,-0.6
16.38,0,1.3,0,0.442,0,0.533,1.4
19,0,2,0,0.401,0,0.537,2.1
15.16,0,0.2,0,0.331,0,0.452,-0.6
13.08,0,0.2,0,0.257,1,0.259,-7
10.83,0,0,0,0.364,1,0.311,-7
12.04,0,0,0,0.401,0,0.422,-3
11.34,0,0.5,0,0.461,0,0.448,-2.2
14.25,0,2.5,0,0.413,0,0.500,-1.2
14.42,0,0,0,0.331,0,0.448,-0.6
8,0,0.5,0,0.320,1,0.315,-7.3
7.46,0,0.5,0,0.309,0,0.337,-5.7
8.92,0,0,0,0.335,0,0.348,-4.5
4.96,4,0,0,0.390,1,0.326,-4.4
5.66,0,4,0,0.517,0,0.481,-0.2
9.71,0,5,0,0.613,0,0.622,8.4
13.17,0,0.1,0,0.561,0,0.756,10.1
11.75,0,2,0,0.643,0,0.748,7.6
11,0,3,0,0.524,0,0.585,3.6
11.08,0,1.1,0,0.428,0,0.407,-1.8
15.41,0,2.5,0,0.428,0,0.411,-1
19.55,0,3.2,0,0.543,0,0.630,8.1
16.21,4,0,0,0.465,0,0.648,7.6
19.41,0,0.1,0,0.394,0,0.519,5.5
12.12,0,0,0,0.405,0,0.407,-3.5
7.33,0,0.5,0,0.383,0,0.333,-5.9
13.83,0,1.6,0,0.416,0,0.441,-1.6
9.04,0,1.1,0,0.494,0,0.444,-1.9
8.29,0,0,0,0.610,0,0.574,7.4
12.75,0,0,0,0.673,0,0.715,6.7
16.66,0,0,0,0.740,0,0.719,10.4
9.71,0,0,0,0.617,0,0.707,5.7
9.25,4,0,0,0.576,0,0.704,2.5
6.79,0,0,0,0.591,0,0.696,8
5.91,0,0.6,0,0.532,0,0.633,4.8
7.92,4,0,0,0.654,0,0.685,6.2
12.5,0,0,0,0.428,0,0.637,7.6
10.21,0,0.7,0,0.480,0,0.674,8.8
5.75,0,0,0,0.517,0,0.667,8.8
7.25,0,0,0,0.654,0,0.644,2.5
2.54,0,0,0,0.654,0,0.533,-1
3.25,0,0,0,0.636,0,0.552,-0.9
3.83,0,0,0,0.613,0,0.644,2.6
7.17,0,0,0,0.576,0,0.633,1.5
2.79,0,0,0,0.621,0,0.678,2.2
8.54,0,0.5,0,0.703,0,0.793,6.6
12.04,0,0,0,0.599,0,0.681,9
15.83,0,0.6,0,0.673,0,0.656,4.8
17.37,0,0.2,0,0.554,0,0.648,4.6
8.87,0,0,0,0.639,0,0.626,3.7
8.75,0,0,0,0.688,0,0.674,5.5
10.08,0,2.2,0,0.669,0,0.737,6
14.17,0,0,0,0.658,0,0.704,4.2
13.37,0,0,0,0.729,0,0.726,6.1
6.46,0,0,0,0.747,0,0.715,4.2
5.33,0,0,0,0.584,0,0.722,7
6.04,0,0,0,0.621,0,0.648,0
10.58,0,0,0,0.621,0,0.681,6.2
13.37,0,0,0,0.784,0,0.778,8
4.12,0,0.5,0,0.643,0,0.756,10.4
6.5,0,0,0,0.732,0,0.785,8.4
6.75,0,0,0,0.881,0,0.774,6.3
11.08,0,0,0,0.725,0,0.748,3.5
8.33,0,0,0,0.691,0,0.719,3.5
5.91,0,0,0,0.710,0,0.696,1.7
5.04,0,0,0,0.803,0,0.719,5
3.42,0,0,0,0.803,0,0.770,6.5
1.46,0,0,0,0.877,0,0.759,10.5
1.63,0,0,0,0.944,0,0.756,11.4
2.42,0,0,0,0.840,0,0.837,9.9
2.25,0,0,0,0.680,0,0.833,10.9
3.13,0,0,0,0.781,0,0.819,11.5
5.21,0,0,0,0.725,0,0.815,8.4
1.75,0,0,0,0.836,0,0.652,4.5
9.25,0,0,0,0.628,0,0.733,8
11.96,0,1.3,0,0.695,0,0.785,10.4
2,0,2.3,0,0.729,0,0.833,12.5
2.42,0,0,0,0.792,0,0.844,13.2
7.21,0,0,0,0.740,0,0.852,12
8.92,0,1.6,0,0.747,0,0.756,9.6
8.33,0,2.8,0,0.673,0,0.722,8
14.5,0,0.4,0,0.717,0,0.830,13
9.29,0,0,0,0.729,0,0.730,8
7.83,0,2.2,0,0.673,0,0.815,9
13.67,0,1.5,0,0.643,0,0.796,11.2
15.92,0,1.4,0,0.628,0,0.704,8
7.87,0,2.2,0,0.599,0,0.696,5
19.95,0,2.2,0,0.602,0,0.722,8.3
18.29,0,0,0,0.625,0,0.704,7.4
9.42,0,0.2,0,0.703,0,0.670,5
12.12,0,0.3,0,0.729,0,0.844,13
9,0,0,0,0.859,0,0.781,8.6
7.08,0,0,0,0.844,0,0.904,13.7
3.21,0,0,0,0.755,0,0.785,6.1
6.34,0,5.4,0,0.822,0,0.885,9.4
12.62,0,0.4,0,0.625,0,0.722,8.9
10.79,0,3.8,0,0.684,0,0.667,5
15.87,0,0,0,0.673,0,0.778,8
17.5,0,0,0,0.896,0,0.830,11.9
14.58,0,3.7,0,0.688,0,0.811,10
12.87,0,0.3,0,0.613,0,0.681,8.8
12.46,0,0,0,0.636,0,0.652,5
7.41,0,0,0,0.747,0,0.656,4.1
8.71,0,0,0,0.844,0,0.800,9.6
11.04,0,2.5,0,0.814,0,0.848,12.5
8.21,0,0,0,0.665,0,0.796,11.5
9.33,0,0.5,0,0.580,0,0.615,4
9.17,0,0,0,0.602,0,0.607,2.4
5.79,0,5.5,0,0.732,0,0.548,-1
10.79,0,6,0,0.788,0,0.859,12.6
7.79,0,0.3,0,0.792,0,0.870,14
7.41,0,1,0,0.747,0,0.778,7.5
6.96,0,0,0,0.680,0,0.704,5
12.17,4,0,0,0.807,0,0.815,9.8
4.67,0,0.1,0,0.740,0,0.926,14.8
2.58,0,0,0,0.784,0,0.911,13.8
2.62,0,0,0,0.807,0,0.889,14.2
2.25,0,0.1,0,0.803,0,0.881,12.6
5.37,0,0.1,0,0.621,0,0.826,6.8
3.04,0,0.7,0,0.621,0,0.881,11.4
1.29,0,0,0,0.636,0,0.815,11
4.46,0,0,0,0.621,0,0.807,11.1
13.13,0,1.5,0,0.736,0,0.815,10.6
8.29,0,0.2,0,0.740,0,0.878,14.5
3.17,0,0,0,0.747,0,0.689,4.8
4.96,0,3.3,0,0.848,0,0.904,13
7.5,0,5.6,0,0.680,0,0.937,13.3
7.96,0,0.8,0,0.643,0,0.704,5
20.75,0,0,0,0.599,0,0.719,9.7
10.41,4,0,0,0.654,0,0.633,4.5
1.21,4,0,0,0.554,0,0.674,5.2
5.88,0,0,0,0.658,0,0.696,3.8
13.5,0,1,0,0.673,0,0.759,8
6.34,4,0,0,0.658,0,0.830,12
1.42,0,0,0,0.636,0,0.704,5.2
1.75,0,0,0,0.755,0,0.696,3.9
1.21,0,0,0,0.729,0,0.707,9
0.37,0,0,0,0.591,0,0.689,10.6
1.25,0,0,0,0.684,0,0.648,9.2
1,0,0,0,0.706,0,0.689,7
4.67,0,0,0,0.888,0,0.752,5.2
9.42,0,0.7,0,0.755,0,0.811,7.6
11.38,0,4,0,0.684,0,0.711,7
11.29,0,1,0,0.762,0,0.815,11
7.17,0,0,0,0.584,0,0.748,7.5
12.92,0,0,0,0.714,0,0.800,10.2
10.34,0,0.1,0,0.736,0,0.789,8
5.17,0,0,0,0.792,0,0.789,8
11.63,0,1.4,0,0.621,0,0.822,11.4
22.37,0,0.8,0,0.628,0,0.796,9.5
15.71,0,1.3,0,0.554,0,0.726,9
5.54,0,0.9,0,0.561,0,0.585,3.4
5.58,0,2.2,0,0.576,0,0.526,1.2
5.04,4,0,0,0.621,0,0.556,2.8
9.75,0,0.9,0,0.654,0,0.511,0.3
19.08,0,5.6,0,0.717,0,0.704,11
0.54,0,2.8,0,0.554,0,0.800,11
4,0,0.2,0,0.688,0,0.622,4.8
4.08,0,0,0,0.814,0,0.796,12.3
3.17,0,0,0,0.636,0,0.733,5.6
6.54,0,0.6,0,0.732,0,0.822,10.2
4.54,0,0,0,0.725,0,0.841,9.5
1.17,0,0,0,0.740,0,0.704,9.8
10.75,0,0.3,0,0.639,0,0.885,13
3.13,0,1.1,0,0.658,0,0.689,4.1
4.67,0,0.2,0,0.710,0,0.778,7.5
13.17,0,2.3,0,0.651,0,0.696,7.3
12.08,0,0.5,0,0.543,0,0.748,9
17.29,4,0,0,0.621,0,0.741,9
20.62,4,0,0,0.457,0,0.719,7.5
11.75,0,0.6,0,0.565,0,0.630,4.8
14.88,0,0.5,0,0.517,0,0.681,7.3
11.63,0,0,0,0.487,0,0.581,4
8.25,0,0.4,0,0.502,0,0.533,2.5
4.42,0,0.7,0,0.468,0,0.444,-1
4.17,0,0,0,0.543,0,0.389,-3.2
3.25,0,0,0,0.576,0,0.552,1.6
3.04,0,3.3,0,0.569,0,0.630,0.4
6.13,0,0,0,0.617,0,0.752,5.6
8.12,0,0,0,0.695,0,0.796,8.1
6.08,0,0,0,0.658,0,0.781,8.2
6.13,0,0,0,0.569,0,0.633,3.9
4.12,0,0,0,0.543,0,0.800,10
5.88,0,0,0,0.584,0,0.630,2.5
19.62,0,1,0,0.550,0,0.670,5.4
18.58,0,0.7,0,0.431,0,0.626,4.7
16.33,4,0,0,0.320,0,0.489,1
10.96,4,0,0,0.342,0,0.481,-0.1
6.87,0,0,0,0.420,0,0.556,2
12.25,0,0,0,0.524,0,0.630,6.6
15.87,0,0.9,0,0.576,0,0.711,11
10.17,0,5.9,0,0.506,0,0.504,-2
9.33,0,1,0,0.591,0,0.659,8
13.17,0,0.6,0,0.617,0,0.674,8.8
16.25,0,0.4,0,0.706,0,0.704,9.2
13.33,0,0.5,0,0.543,0,0.648,8.1
23.75,0,0.6,0,0.442,0,0.674,6.6
12.92,0,0.2,0,0.468,0,0.607,4.7
13.5,0,0.7,0,0.450,0,0.596,3.7
9.71,0,0,0,0.372,0,0.574,6.5
14.42,0,2.5,0,0.439,0,0.400,-4.1
15.75,0,2.3,0,0.428,0,0.630,5
10.96,0,4.4,0,0.524,0,0.615,6.3
11.92,0,0.7,0,0.361,0,0.648,6.8
15.09,0,0.1,0,0.279,0,0.444,0
8.75,0,0,0,0.249,0,0.407,-1
8.25,0,0,0,0.245,1,0.330,-6
6.04,0,4.4,0,0.301,1,0.293,-8.5
10.75,0,0,0,0.331,1,0.319,-2.1
9.5,0,4,0,0.320,1,0.300,0
10.21,4,0,0,0.249,0,0.426,-0.6
11.21,0,0.7,0,0.554,0,0.674,7.9
7.21,0,4.1,0,0.428,0,0.704,4.5
9.54,0,4.3,0,0.502,0,0.670,2.5
9.96,0,0.1,0,0.483,0,0.737,8.5
2.21,0,3.4,0,0.342,0,0.578,1.5
7.83,4,0,0,0.316,0,0.537,2.4
9.33,0,0,0,0.346,0,0.496,-0.8
14.75,0,0.5,0,0.442,0,0.519,4
6.96,0,5,0,0.457,0,0.637,6.4
12.5,0,0.2,0,0.353,0,0.541,0
13.75,0,3.5,0,0.353,0,0.548,2
17.33,0,2.1,0,0.320,0,0.541,1.2
7.54,0,0,0,0.301,0,0.522,0
3.46,0,0,0,0.264,1,0.296,-7.8
1.79,0,0.1,0,0.283,1,0.215,-10
9.21,0,0.4,0,0.390,0,0.556,4.5
8.17,0,1.9,0,0.394,0,0.578,5.5
6.79,0,0,0,0.294,0,0.444,-0.4
2.42,0,0.7,0,0.361,1,0.230,-10
5.04,0,0,0,0.428,1,0.237,-4.5
10.96,0,0.2,0,0.457,1,0.300,-7.1
7.62,0,0.5,0,0.468,0,0.522,5
9.83,0,0,0,0.491,0,0.611,5
12.75,0,0.9,0,0.506,0,0.763,8.9
6.13,4,0,0,0.283,0,0.337,-6.8
5.83,0,0,0,0.208,0,0.378,-4.5
5.96,4,0,0,0.242,0,0.337,-4.8
10.13,0,1.1,0,0.290,1,0.289,-8
9.42,0,2.7,0,0.242,0,0.348,-0.5
8.42,0,4.5,0,0.182,0,0.452,-0.9
13.33,0,3.3,0,0.234,0,0.363,-7.2
17.88,0,1.1,0,0.212,0,0.407,-0.8
13.79,0,0,0,0.164,0,0.481,1.5
4.83,0,0.5,0,0.078,1,0.263,-8.5
8.21,0,0,0,0.182,1,0.304,-5
11.67,0,0.3,0,0.331,1,0.185,-11
3.5,4,0,0,0.309,0,0.574,5.5
4.96,0,0,0,0.323,0,0.593,5.2
2.83,0,0,0,0.249,0,0.511,3.5
7.08,0,0,0,0.283,0,0.533,4.6
6.79,0,0,0,0.331,0,0.393,-4.4
8.67,0,0,0,0.335,0,0.563,0.4
5.71,0,0.4,0,0.353,0,0.559,1.2
5,0,2.6,0,0.338,0,0.526,3.6
21.71,0,5,0,0.416,0,0.533,3.6
19.62,0,0.5,0,0.245,0,0.444,0.9
18.5,0,1.1,0,0.283,0,0.404,-0.5
9.54,0,4.9,0,0.156,0,0.333,-3.2
11.96,0,0.7,0,0.294,1,0.244,-10.8
13.21,0,4.2,0,0.372,0,0.407,-3.6
11.71,0,0,0,0.368,0,0.493,0.9
5.91,0,1.8,0,0.428,0,0.411,-3.1
17.04,0,0.7,0,0.435,0,0.500,2.1
12.08,0,0.2,0,0.379,0,0.504,0.6
6.25,4,0,0,0.405,1,0.296,-8.2
6.58,4,0,0,0.375,0,0.415,-5
3.17,4,0,0,0.424,0,0.489,-1.5
2.33,4,0,0,0.323,0,0.526,3.6
2.54,0,5,0,0.390,0,0.452,-4.5
2.62,0,2.9,0,0.331,0,0.574,5.4
3.04,0,4.5,0,0.338,0,0.593,3.5
6.71,0,4.7,0,0.346,0,0.593,5.5
7.87,0,0,0,0.364,0,0.378,-4.5
6.38,0,0,0,0.357,0,0.378,-2.8
8.25,0,0,0,0.242,0,0.444,-0.5
8.58,0,0.1,0,0.264,0,0.348,-3
6.87,0,0,0,0.257,0,0.407,1
3.42,0,0,0,0.290,0,0.389,-2.5
2.25,0,0,0,0.301,0,0.381,-1.2
6.71,0,0,0,0.420,0,0.459,4.1
7,0,0.3,0,0.439,0,0.333,-4.2
8.92,0,0,0,0.450,0,0.515,4.7
13.29,0,0,0,0.468,0,0.556,4.1
4.71,0,4.4,0,0.327,0,0.556,4
3.25,0,0.1,0,0.342,0,0.385,0.4
4.33,0,0.1,0,0.279,1,0.285,-5.2
8.21,0,0.2,0,0.320,1,0.237,-7
24.25,0,4,0,0.182,0,0.444,2
19.08,0,0.2,0,0.219,0,0.444,1.8
12.12,0,0,0,0.309,0,0.356,-2
5.96,0,0,0,0.301,0,0.404,-2
12.21,0,0.4,0,0.431,0,0.500,2
15.92,0,3,0,0.487,0,0.630,7
14.83,0,1.4,0,0.416,0,0.474,1.5
10.92,0,0,0,0.323,0,0.459,1
5.79,0,0.1,0,0.398,0,0.381,-3
3.21,0,0.4,0,0.405,0,0.611,6.9
2.04,0,0.4,0,0.361,0,0.593,4
3.42,0,0,0,0.375,0,0.567,4.5
9.29,0,0.4,0,0.387,0,0.556,3.6
14.79,0,0.7,0,0.301,0,0.556,4.5
12.96,0,0,0,0.323,0,0.481,2
8.25,0,0,0,0.309,0,0.478,0.6
1.46,0,3.6,0,0.323,0,0.544,5
1.42,4,0,0,0.394,0,0.459,-0.8
2.92,4,0,0,0.379,0,0.430,-2
6.63,0,0,0,0.375,0,0.393,-3
5.17,4,0,0,0.413,0,0.533,0.6
4.33,4,0,0,0.413,0,0.389,-3.5
1.42,0,0,0,0.524,0,0.481,-4.5
5.79,0,0,0,0.502,0,0.396,-2.4
5.63,0,0,0,0.480,0,0.600,3
2.13,0,0,0,0.476,0,0.604,-0.5
2.29,0,0.5,0,0.580,0,0.633,3.2
12,0,2.2,0,0.413,0,0.593,4.5
13.75,0,0,0,0.446,0,0.344,-5
15.83,0,0,0,0.561,0,0.581,7.5
6.38,0,0.4,0,0.561,0,0.681,7.6
3.88,0,0.8,0,0.439,0,0.593,3.2
12.62,1,4.8,0,0.331,0,0.541,4.6
8.46,0,0,0,0.379,0,0.367,-5.3
11.21,0,0,0,0.357,0,0.485,4.8
3.83,0,0,0,0.398,0,0.385,-5
2.37,0,0,0,0.465,1,0.304,-7
2.75,4,0,0,0.387,0,0.600,4
2.83,4,0,0,0.398,0,0.563,3
1.42,0,0,0,0.487,0,0.337,-4.5
3.5,0,0,0,0.584,0,0.352,-4
4.33,0,0,0,0.587,0,0.467,-1.3
5.41,0,0,0,0.554,0,0.389,-3.5
7.21,0,0.6,0,0.617,0,0.419,-2
6.54,0,4.1,0,0.532,0,0.715,7.2
8.63,0,0.4,0,0.584,0,0.689,5.5
7.87,0,0,0,0.628,0,0.578,1
11.46,0,0.5,0,0.625,0,0.722,7.8
10.04,0,0,0,0.766,0,0.733,9.4
1.63,4,0,0,0.554,0,0.611,2.2
5.17,0,0,0,0.602,0,0.544,0.1
7.17,0,0,0,0.576,0,0.693,5
4.42,0,1.4,0,0.617,0,0.667,4
11.12,0,0,0,0.483,0,0.619,5.4
9.46,0,1.5,0,0.487,0,0.519,1.4
7.38,0,1.5,0,0.550,0,0.489,-1.8
4.25,4,0,0,0.599,0,0.533,1
1.54,0,0,0,0.554,0,0.500,-0.5
1.21,4,0,0,0.532,0,0.719,9.4
3.46,0,0,0,0.546,0,0.496,-0.2
4.67,0,2.6,0,0.439,0,0.659,8.2
7.04,0,0,0,0.546,0,0.715,9.5
7.46,0,1,0,0.606,0,0.496,-1
10.63,0,0.2,0,0.535,0,0.500,1.4
8.5,0,0.4,0,0.506,0,0.530,2
6.17,0,4,0,0.506,0,0.496,-0.9
4.88,4,0,0,0.580,0,0.722,9
4.04,4,0,0,0.617,0,0.681,5.9
6.42,4,0,0,0.591,0,0.596,1.7
6.13,0,0,0,0.755,0,0.704,8
8.63,0,0.2,0,0.636,0,0.730,6
9.96,0,0,0,0.599,0,0.733,9
7.75,0,0,0,0.535,0,0.730,7.3
4.71,0,1.2,0,0.532,0,0.737,8.6
4,0,0.5,0,0.509,0,0.726,9.5
4.38,0,4.2,0,0.517,0,0.707,7.6
10.13,0,0.8,0,0.494,0,0.667,7.8
8.29,4,0,0,0.554,0,0.667,8
4.5,0,0.2,0,0.517,0,0.674,9
3.88,0,0.1,0,0.561,0,0.563,1.5
9.67,4,0,0,0.524,0,0.615,1.6
8.04,0,0.7,0,0.539,0,0.481,0.1
9.75,0,0.3,0,0.599,0,0.500,4.5
11.25,0,1.2,0,0.654,0,0.722,9
9.83,0,2.2,0,0.643,0,0.722,9
6.04,0,0,0,0.684,0,0.648,4.7
3.83,0,0,0,0.651,0,0.778,10.5
5.79,0,0.5,0,0.729,0,0.678,6.2
6.71,0,2.4,0,0.773,0,0.837,13
12.92,0,2.2,0,0.639,0,0.785,10
10.21,0,3,0,0.617,0,0.637,6.1
6.75,4,0,0,0.684,0,0.626,6
3.79,0,0,0,0.725,0,0.704,6.2
3.71,0,0.5,0,0.762,0,0.833,12.2
3.37,4,0,0,0.836,0,0.889,12.8
2.37,0,3,0,0.762,0,0.889,14.2
3.88,0,0,0,0.717,0,0.704,7
3.63,0,0,0,0.784,0,0.741,8.2
5.09,0,0,0,0.881,0,0.689,6.9
6.54,0,0.1,0,0.922,0,0.867,10.5
6.21,0,0,0,0.747,0,0.770,11.2
3.83,0,0,0,0.792,0,0.611,8.5
8.29,0,0,0,0.918,0,0.822,9
9.46,0,0,0,0.699,0,0.759,10.6
4.83,0,0,0,0.706,0,0.593,3
8.04,0,0,0,0.699,0,0.770,11
12.67,0,0,0,0.840,0,0.804,12.9
8.5,0,0,0,0.639,0,0.744,10.3
6.5,0,0,0,0.669,0,0.541,1.5
4.79,0,0,0,0.688,0,0.685,5
7.38,0,0,0,0.710,0,0.685,9.1
4.58,0,0,0,0.747,0,0.670,5.9
4.5,0,0,0,0.784,0,0.830,11.5
7.25,0,0.5,0,0.680,0,0.833,10
2.92,0,0.8,0,0.691,0,0.848,11.1
4.67,0,0,0,0.747,0,0.741,7.2
3.63,0,0,0,0.840,0,0.800,9
7.96,0,3.7,0,0.710,0,0.848,11.1
6.25,0,2.9,0,0.639,0,0.778,7
7.67,0,0.3,0,0.810,0,0.711,5.5
9.59,0,1.7,0,0.673,0,0.878,13.4
6.92,0,2.7,0,0.796,0,0.874,13.6
5.37,0,5.1,0,0.770,0,0.815,11.5
7.67,0,0.7,0,0.617,0,0.796,11.9
7.67,0,0,0,0.651,0,0.648,6
12.25,0,0,0,0.781,0,0.844,13
8.17,0,2.8,0,0.729,0,0.870,14
7.58,4,0,0,0.658,0,0.796,12.1
6.17,0,5.9,0,0.695,0,0.781,11.2
6.29,0,3.8,0,0.651,0,0.830,12.5
5.63,0,0,0,0.651,0,0.630,5.1
4.5,0,0,0,0.658,0,0.581,2.5
4.21,0,0,0,0.654,0,0.574,2.1
9.42,0,0,0,0.654,0,0.648,4.1
5.96,0,0,0,0.673,0,0.804,8
7.08,0,0,0,0.822,0,0.733,7
4.71,0,0,0,0.803,0,0.730,5.6
5.41,0,0,0,0.643,0,0.756,7.5
3.5,0,0.2,0,0.599,0,0.863,14.6
1.46,0,0,0,0.688,0,0.848,13.4
2.79,0,0,0,0.688,0,0.796,12.9
6.46,0,0.5,0,0.717,0,0.711,5
11.29,4,0,0,0.710,0,0.656,6.4
11.04,0,0.2,0,0.706,0,0.874,14
11.58,0,4.4,0,0.665,0,0.748,9.4
14.67,4,0,0,0.762,0,0.815,11.2
13.25,4,0,0,0.703,0,0.830,11.2
2.83,0,3.9,0,0.569,0,0.804,11.8
4.63,4,0,0,0.710,0,0.756,9.5
5.04,0,0,0,0.688,0,0.489,3
6.83,0,0,0,0.836,0,0.570,6.5
6.71,0,0,0,0.766,0,0.726,5.6
5.46,0,0,0,0.773,0,0.759,6.6
6.08,0,0,0,0.770,0,0.685,4.1
8.96,0,0,0,0.665,0,0.852,11.5
8.21,0,0,0,0.636,0,0.863,12.5
1.67,0,0,0,0.691,0,0.593,4
2.54,0,0,0,0.803,0,0.719,6.8
4.25,0,0,0,0.781,0,0.719,8
3.92,0,0,0,0.799,0,0.863,12
3.67,0,0,0,0.747,0,0.689,5.5
7.33,0,0,0,0.721,0,0.889,12.3
1.58,0,0,0,0.710,0,0.652,4.6
6.96,0,0,0,0.699,0,0.630,2.7
5.13,0,0,0,0.740,0,0.770,8.4
2.83,0,0,0,0.762,0,0.870,13.8
2,4,0,0,0.725,0,0.704,5.2
6,4,0,0,0.647,0,0.793,11
6.17,0,0.1,0,0.546,0,0.737,9
6.54,0,3.1,0,0.587,0,0.541,1
8.38,0,0,0,0.621,0,0.593,4.5
4.17,0,5.7,0,0.625,0,0.519,2.5
7.41,0,0,0,0.848,0,0.896,13.9
5.71,0,0,0,0.822,0,0.811,9
4.79,0,0.9,0,0.710,0,0.837,9.5
2.92,0,0,0,0.710,0,0.778,8
5.17,0,0,0,0.639,0,0.793,9.5
7.04,0,0,0,0.684,0,0.867,11.4
10.79,0,0.1,0,0.762,0,0.774,8.4
8.67,0,2,0,0.751,0,0.926,14.5
9.75,0,0.5,0,0.613,0,0.815,11
9.92,0,0,0,0.639,0,0.778,10.6
16.92,0,5.3,0,0.710,0,0.796,10.5
8.33,4,0,0,0.695,0,0.815,12
7.33,0,2.1,0,0.424,0,0.630,5
12.46,0,2.2,0,0.368,0,0.622,5.5
6.38,0,0.1,0,0.502,0,0.419,-2.5
6.42,0,2.1,0,0.628,0,0.722,7.2
17,0,5.3,0,0.532,0,0.715,5.1
17.08,0,0.1,0,0.513,0,0.689,7.9
14.21,0,0.1,0,0.558,0,0.622,4.8
16.79,0,0,0,0.643,0,0.593,2.5
14.46,0,0,0,0.814,0,0.881,12.6
6.71,0,0.1,0,0.673,0,0.685,4
8.04,0,0,0,0.539,0,0.630,4
7.12,0,0,0,0.502,0,0.385,-2.8
10.67,0,0,0,0.454,0,0.722,6.6
13.75,0,0.2,0,0.520,0,0.659,2.5
7.92,0,0,0,0.532,0,0.663,5
10.71,0,1.4,0,0.535,0,0.667,2.5
6.21,0,0,0,0.617,0,0.496,0.9
9.79,4,0,0,0.621,0,0.744,9.3
14.96,0,1.3,0,0.636,0,0.837,10.6
9,4,0,0,0.610,0,0.689,8.8
11.96,0,0,0,0.420,0,0.648,7.8
9.54,4,0,0,0.387,0,0.467,0.8
13.92,0,2.5,0,0.494,0,0.426,-2
15.12,0,0.5,0,0.320,0,0.441,0.1
10.21,0,0,0,0.242,0,0.370,-2
6.21,0,0.3,0,0.294,0,0.370,-3
2.88,0,0.2,0,0.383,0,0.496,4
9.08,0,0.6,0,0.405,0,0.593,5.6
10,0,0.4,0,0.357,0,0.515,2
7.58,0,0,0,0.375,0,0.459,-0.6
14.37,0,0.2,0,0.446,0,0.522,6.1
14.37,0,1,0,0.442,0,0.670,8.2
11.63,0,1.3,0,0.130,0,0.367,-0.5
11.34,0,0,0,0.156,1,0.307,-4
20.33,4,0,0,0.264,0,0.459,1.2
12.38,0,0.6,0,0.316,0,0.356,-2.3
7.08,0,0,0,0.323,0,0.359,-4.8
12.42,0,0.2,0,0.442,0,0.374,-1.7
9.21,0,0.1,0,0.420,0,0.648,2.8
9.62,0,0.7,0,0.316,0,0.637,5.6
9.04,0,0.1,0,0.167,1,0.278,-7.8
7.83,0,0.9,0,0.338,1,0.241,-8.5
9.08,0,0,0,0.290,0,0.363,-3
8.54,0,4.8,0,0.264,0,0.407,0.5
5.13,0,0,0,0.316,0,0.444,2.5
7.41,0,0,0,0.375,1,0.293,-4
9.67,0,0.2,0,0.431,0,0.352,1.2
4.96,0,0,0,0.368,0,0.667,7
5.96,0,0,0,0.353,0,0.411,-2
8.33,0,0,0,0.208,1,0.300,-3.5
